Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,SolarRadiationWatts/m^2,DateUTC
2025-02-26 00:04:00,2.9,1.9,996.9,SSE,160,0,4,93,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:04:00Z
2025-02-26 00:09:00,2.8,1.9,997.0,SSE,162,0,4,94,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:09:00Z
2025-02-26 00:14:00,2.7,1.8,997.0,SSE,167,0,0,94,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:14:00Z
2025-02-26 00:19:00,2.7,1.8,997.1,SSE,151,2,4,94,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:19:00Z
2025-02-26 00:24:00,2.6,1.7,997.1,SE,138,0,4,94,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:24:00Z
2025-02-26 00:29:00,2.5,1.6,997.3,SE,137,0,4,94,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:29:00Z
2025-02-26 00:34:00,2.4,1.6,997.2,SSE,155,0,0,94,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:34:00Z
2025-02-26 00:39:00,2.4,1.6,997.1,SSE,157,0,0,94,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:39:00Z
2025-02-26 00:44:00,2.4,1.7,997.1,SSE,155,0,0,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:44:00Z
2025-02-26 00:49:00,2.4,1.7,997.0,SSE,152,3,4,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:49:00Z
2025-02-26 00:54:00,2.4,1.7,997.0,SSE,150,4,6,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:54:00Z
2025-02-26 00:59:00,2.3,1.6,997.1,SE,134,2,6,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T00:59:00Z
2025-02-26 01:04:00,2.2,1.5,997.2,SE,140,4,8,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:04:00Z
2025-02-26 01:09:00,2.1,1.4,997.1,SE,137,5,8,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:09:00Z
2025-02-26 01:14:00,2.1,1.4,997.2,SE,141,3,8,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:14:00Z
2025-02-26 01:19:00,2.2,1.5,997.2,SSE,147,1,6,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:19:00Z
2025-02-26 01:24:00,2.1,1.4,997.0,SSE,161,0,4,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:24:00Z
2025-02-26 01:29:00,2.0,1.3,996.8,South,171,0,4,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:29:00Z
2025-02-26 01:34:00,2.0,1.3,996.7,South,171,0,0,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:34:00Z
2025-02-26 01:39:00,2.1,1.4,996.5,South,172,0,0,95,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-26T01:39:00Z
