Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,SolarRadiationWatts/m^2,DateUTC
2025-02-06 00:04:00,-1.2,-1.5,1025.6,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:04:00Z
2025-02-06 00:09:00,-1.1,-1.4,1025.6,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:09:00Z
2025-02-06 00:14:00,-1.1,-1.4,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:14:00Z
2025-02-06 00:19:00,-1.3,-1.6,1025.6,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:19:00Z
2025-02-06 00:24:00,-1.5,-1.9,1025.7,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:24:00Z
2025-02-06 00:29:00,-1.6,-1.9,1025.8,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:29:00Z
2025-02-06 00:34:00,-1.6,-1.9,1025.7,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:34:00Z
2025-02-06 00:39:00,-1.6,-1.9,1025.5,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:39:00Z
2025-02-06 00:44:00,-1.6,-1.9,1025.5,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:44:00Z
2025-02-06 00:49:00,-1.7,-2.0,1025.6,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:49:00Z
2025-02-06 00:54:00,-1.8,-2.1,1025.6,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:54:00Z
2025-02-06 00:59:00,-1.7,-2.0,1025.6,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T00:59:00Z
2025-02-06 01:04:00,-1.7,-2.0,1025.5,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:04:00Z
2025-02-06 01:09:00,-1.8,-2.1,1025.7,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:09:00Z
2025-02-06 01:14:00,-1.8,-2.1,1025.6,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:14:00Z
2025-02-06 01:19:00,-1.8,-2.1,1025.8,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:19:00Z
2025-02-06 01:24:00,-1.8,-2.1,1025.7,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:24:00Z
2025-02-06 01:29:00,-1.7,-2.0,1025.7,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:29:00Z
2025-02-06 01:34:00,-1.7,-2.0,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:34:00Z
2025-02-06 01:39:00,-1.8,-2.1,1025.7,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:39:00Z
2025-02-06 01:44:00,-1.6,-1.9,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:44:00Z
2025-02-06 01:49:00,-1.6,-1.9,1025.8,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:49:00Z
2025-02-06 01:54:00,-1.7,-2.0,1025.8,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:54:00Z
2025-02-06 01:59:00,-1.8,-2.1,1026.0,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T01:59:00Z
2025-02-06 02:04:00,-1.8,-2.1,1026.0,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:04:00Z
2025-02-06 02:09:00,-1.9,-2.2,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:09:00Z
2025-02-06 02:14:00,-1.7,-2.0,1025.8,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:14:00Z
2025-02-06 02:19:00,-1.8,-2.1,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:19:00Z
2025-02-06 02:24:00,-2.1,-2.4,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:24:00Z
2025-02-06 02:29:00,-2.0,-2.3,1025.8,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:29:00Z
2025-02-06 02:34:00,-2.0,-2.3,1025.7,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:34:00Z
2025-02-06 02:39:00,-2.0,-2.3,1026.0,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:39:00Z
2025-02-06 02:44:00,-2.1,-2.4,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:44:00Z
2025-02-06 02:49:00,-2.1,-2.4,1026.0,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:49:00Z
2025-02-06 02:54:00,-2.1,-2.4,1025.8,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:54:00Z
2025-02-06 02:59:00,-2.2,-2.5,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T02:59:00Z
2025-02-06 03:04:00,-2.1,-2.4,1025.9,SSW,203,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:04:00Z
2025-02-06 03:09:00,-2.0,-2.3,1025.8,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:09:00Z
2025-02-06 03:14:00,-2.0,-2.3,1025.8,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:14:00Z
2025-02-06 03:19:00,-2.0,-2.3,1025.7,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:19:00Z
2025-02-06 03:24:00,-2.0,-2.3,1025.7,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:24:00Z
2025-02-06 03:29:00,-2.1,-2.4,1025.7,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:29:00Z
2025-02-06 03:34:00,-2.2,-2.5,1025.7,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:34:00Z
2025-02-06 03:39:00,-2.3,-2.6,1025.6,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:39:00Z
2025-02-06 03:44:00,-2.2,-2.5,1025.8,South,189,0,0,98,0.00,unknown,unknown,0.00,0.00,unknown,2025-02-06T03:44:00Z
