Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,SolarRadiationWatts/m^2,DateUTC
2025-07-04 00:04:00,13.5,9.3,1009.2,SE,129,8,13,76,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:04:00Z
2025-07-04 00:09:00,13.5,9.6,1009.1,SE,126,6,13,77,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:09:00Z
2025-07-04 00:14:00,13.4,9.7,1009.1,SE,129,9,13,78,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:14:00Z
2025-07-04 00:19:00,13.4,9.8,1009.2,SE,132,7,15,79,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:19:00Z
2025-07-04 00:24:00,13.3,9.9,1009.1,ESE,122,8,15,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:24:00Z
2025-07-04 00:29:00,13.2,9.8,1009.1,SE,124,4,15,80,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:29:00Z
2025-07-04 00:34:00,13.1,9.9,1009.1,SE,129,9,13,81,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:34:00Z
2025-07-04 00:39:00,13.1,10.1,1009.1,SE,140,6,13,82,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:39:00Z
2025-07-04 00:44:00,13.0,10.0,1009.1,ESE,122,5,13,82,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:44:00Z
2025-07-04 00:49:00,13.0,10.2,1009.2,SE,129,6,11,83,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:49:00Z
2025-07-04 00:54:00,13.0,10.3,1009.2,ESE,123,7,11,84,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:54:00Z
2025-07-04 00:59:00,12.9,10.3,1009.3,SE,139,6,15,84,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-03T23:59:00Z
2025-07-04 01:04:00,12.8,10.3,1008.9,SE,131,8,15,85,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-04T00:04:00Z
2025-07-04 01:09:00,12.8,10.3,1009.0,SE,129,7,11,85,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-04T00:09:00Z
2025-07-04 01:14:00,12.8,10.5,1009.1,SE,134,8,13,86,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-04T00:14:00Z
