Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,SolarRadiationWatts/m^2,DateUTC
2025-07-12 00:04:00,21.8,14.7,1000.3,WSW,249,0,0,64,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:04:00Z
2025-07-12 00:09:00,21.7,14.7,1000.4,WSW,240,0,0,65,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:09:00Z
2025-07-12 00:14:00,21.5,14.8,1000.4,WSW,240,0,0,66,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:14:00Z
2025-07-12 00:19:00,21.2,14.7,1000.3,WSW,240,0,0,67,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:19:00Z
2025-07-12 00:24:00,20.9,14.8,1000.4,WSW,240,0,0,68,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:24:00Z
2025-07-12 00:29:00,20.7,14.7,1000.4,WSW,240,0,0,69,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:29:00Z
2025-07-12 00:34:00,20.4,14.7,1000.5,WSW,239,0,0,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:34:00Z
2025-07-12 00:39:00,20.3,14.8,1000.4,WSW,237,0,0,71,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:39:00Z
2025-07-12 00:44:00,20.2,14.8,1000.5,SW,231,0,0,71,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:44:00Z
2025-07-12 00:49:00,20.3,14.8,1000.5,NNE,13,1,4,71,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:49:00Z
2025-07-12 00:54:00,20.4,14.7,1000.4,NNW,328,0,4,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:54:00Z
2025-07-12 00:59:00,20.7,14.8,1000.6,NW,316,0,4,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-11T23:59:00Z
2025-07-12 01:04:00,20.6,14.9,1000.5,NW,309,0,0,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:04:00Z
2025-07-12 01:09:00,20.5,14.8,1000.5,NNW,337,0,2,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:09:00Z
2025-07-12 01:14:00,20.4,14.7,1000.5,NNW,341,0,2,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:14:00Z
2025-07-12 01:19:00,20.4,14.7,1000.5,WNW,287,0,4,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:19:00Z
2025-07-12 01:24:00,20.3,14.7,1000.6,NW,314,0,4,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:24:00Z
2025-07-12 01:29:00,20.2,14.6,1000.5,NNW,339,0,4,70,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:29:00Z
2025-07-12 01:34:00,20.2,14.7,1000.5,NNW,339,0,0,71,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:34:00Z
2025-07-12 01:39:00,19.8,14.6,1000.5,NNW,339,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:39:00Z
2025-07-12 01:44:00,19.7,14.5,1000.4,NNW,331,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:44:00Z
2025-07-12 01:49:00,19.7,14.5,1000.4,NW,316,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:49:00Z
2025-07-12 01:54:00,19.6,14.4,1000.4,NW,316,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:54:00Z
2025-07-12 01:59:00,19.4,14.2,1000.4,NNW,327,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T00:59:00Z
2025-07-12 02:04:00,19.3,14.1,1000.3,NW,316,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T01:04:00Z
2025-07-12 02:09:00,19.5,14.1,1000.3,NNW,339,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T01:09:00Z
2025-07-12 02:14:00,19.5,14.1,1000.3,NNW,333,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T01:14:00Z
2025-07-12 02:19:00,19.2,14.1,1000.3,NNW,331,0,0,72,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T01:19:00Z
2025-07-12 02:24:00,19.0,13.9,1000.3,NNW,331,0,0,73,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T01:24:00Z
2025-07-12 02:29:00,18.7,13.9,1000.2,NNW,331,0,0,74,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T01:29:00Z
2025-07-12 02:34:00,18.5,13.8,1000.2,NNW,331,0,0,75,0.00,unknown,unknown,0.00,0.00,unknown,2025-07-12T01:34:00Z
