Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,SolarRadiationWatts/m^2,DateUTC
2025-12-06 00:04:00,8.0,7.8,985.9,SSE,167,4,11,99,0.00,unknown,unknown,0.00,0.00,unknown,2025-12-06T00:04:00Z
2025-12-06 00:09:00,8.1,7.9,985.8,SSE,158,4,11,99,0.00,unknown,unknown,0.00,0.00,unknown,2025-12-06T00:09:00Z
2025-12-06 00:14:00,8.1,7.9,985.8,SSE,165,1,11,99,0.00,unknown,unknown,0.00,0.00,unknown,2025-12-06T00:14:00Z
2025-12-06 00:19:00,8.1,7.9,986.0,SSE,162,8,13,99,0.00,unknown,unknown,0.00,0.00,unknown,2025-12-06T00:19:00Z
2025-12-06 00:24:00,8.1,7.9,986.0,South,177,6,13,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:24:00Z
2025-12-06 00:29:00,8.1,7.9,985.9,SSE,156,6,13,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:29:00Z
2025-12-06 00:34:00,8.1,7.9,986.0,SSE,164,6,13,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:34:00Z
2025-12-06 00:39:00,8.1,7.9,985.9,SSE,158,8,13,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:39:00Z
2025-12-06 00:44:00,8.0,7.7,985.9,SSE,168,5,13,98,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:44:00Z
2025-12-06 00:49:00,8.0,7.8,985.9,SE,144,1,11,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:49:00Z
2025-12-06 00:54:00,8.1,7.9,986.0,SSE,165,4,8,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:54:00Z
2025-12-06 00:59:00,8.1,7.9,985.9,SSE,167,1,8,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T00:59:00Z
2025-12-06 01:04:00,8.1,7.9,986.0,South,174,5,8,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:04:00Z
2025-12-06 01:09:00,8.1,7.9,985.9,ESE,117,1,8,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:09:00Z
2025-12-06 01:14:00,8.1,7.9,986.1,South,172,4,8,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:14:00Z
2025-12-06 01:19:00,8.1,7.9,985.9,SE,129,1,6,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:19:00Z
2025-12-06 01:24:00,8.0,7.8,985.9,SSE,158,4,8,99,0.25,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:24:00Z
2025-12-06 01:29:00,8.0,7.8,985.9,ESE,118,4,8,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:29:00Z
2025-12-06 01:34:00,7.9,7.8,985.9,South,175,0,8,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:34:00Z
2025-12-06 01:39:00,7.9,7.8,985.9,SSE,155,4,6,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:39:00Z
2025-12-06 01:44:00,7.8,7.7,985.9,South,178,0,6,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:44:00Z
2025-12-06 01:49:00,7.7,7.6,986.0,SE,146,1,6,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:49:00Z
2025-12-06 01:54:00,7.7,7.6,986.1,South,174,6,8,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:54:00Z
2025-12-06 01:59:00,7.7,7.6,986.0,SSE,151,6,11,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T01:59:00Z
2025-12-06 02:04:00,7.6,7.4,985.9,ESE,116,1,11,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:04:00Z
2025-12-06 02:09:00,7.5,7.3,985.9,SSE,162,0,11,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:09:00Z
2025-12-06 02:14:00,7.5,7.3,985.9,South,171,5,8,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:14:00Z
2025-12-06 02:19:00,7.4,7.3,985.8,SSE,158,8,11,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:19:00Z
2025-12-06 02:24:00,7.3,7.2,985.8,SSE,152,6,11,99,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:24:00Z
2025-12-06 02:29:00,7.2,6.9,985.9,South,188,9,13,98,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:29:00Z
2025-12-06 02:34:00,7.2,6.9,985.7,South,169,5,13,98,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:34:00Z
2025-12-06 02:39:00,7.2,6.9,985.8,SSE,168,2,13,98,0.00,unknown,unknown,0.25,0.00,unknown,2025-12-06T02:39:00Z
