Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,SolarRadiationWatts/m^2,DateUTC
2026-03-17 00:04:00,9.6,8.2,1010.6,SSE,151,5,11,91,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:04:00Z
2026-03-17 00:09:00,9.6,8.2,1010.6,ESE,120,9,15,91,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:09:00Z
2026-03-17 00:14:00,9.6,8.2,1010.6,SE,126,14,17,91,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:14:00Z
2026-03-17 00:19:00,9.6,8.4,1010.5,SSE,157,11,17,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:19:00Z
2026-03-17 00:24:00,9.6,8.4,1010.5,ESE,119,7,17,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:24:00Z
2026-03-17 00:29:00,9.6,8.2,1010.4,ESE,121,10,17,91,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:29:00Z
2026-03-17 00:34:00,9.6,8.2,1010.3,ESE,120,8,17,91,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:34:00Z
2026-03-17 00:39:00,9.5,8.1,1010.5,SE,139,12,17,91,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:39:00Z
2026-03-17 00:44:00,9.5,8.3,1010.5,SSE,158,8,17,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:44:00Z
2026-03-17 00:49:00,9.6,8.2,1010.4,SSE,149,13,19,91,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:49:00Z
2026-03-17 00:54:00,9.5,8.3,1010.5,SSE,147,7,19,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:54:00Z
2026-03-17 00:59:00,9.5,8.3,1010.4,South,172,6,19,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T00:59:00Z
2026-03-17 01:04:00,9.5,8.3,1010.4,SSE,157,3,11,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:04:00Z
2026-03-17 01:09:00,9.5,8.3,1010.4,South,170,4,8,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:09:00Z
2026-03-17 01:14:00,9.5,8.3,1010.6,South,182,3,8,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:14:00Z
2026-03-17 01:19:00,9.5,8.3,1010.7,SE,143,2,8,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:19:00Z
2026-03-17 01:24:00,9.5,8.3,1010.4,SSE,157,6,11,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:24:00Z
2026-03-17 01:29:00,9.5,8.3,1010.4,SSE,152,5,11,92,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:29:00Z
2026-03-17 01:34:00,9.5,8.3,1010.3,SSE,159,4,11,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:34:00Z
2026-03-17 01:35:00,9.5,8.4,1010.1,South,183,1,11,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:35:00Z
2026-03-17 01:40:00,9.5,8.4,1010.2,SSE,164,2,27,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:40:00Z
2026-03-17 01:45:00,9.4,8.3,1010.2,SSE,153,3,27,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:45:00Z
2026-03-17 01:50:00,9.4,8.3,1010.2,South,174,3,27,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:50:00Z
2026-03-17 01:55:00,9.4,8.3,1010.3,SSE,161,2,27,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T01:55:00Z
2026-03-17 02:00:00,9.4,8.3,1010.1,SSE,150,3,27,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T02:00:00Z
2026-03-17 02:05:00,9.4,8.3,1010.0,SSE,161,5,27,93,0.00,unknown,unknown,0.00,0.00,unknown,2026-03-17T02:05:00Z
