Date,TemperatureHighC,TemperatureAvgC,TemperatureLowC,DewpointHighC,DewpointAvgC,DewpointLowC,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxhPa,PressureMinhPa,WindSpeedMaxKMH,WindSpeedAvgKMH,GustSpeedMaxKMH,PrecipitationSumCM
2024-01-05,6.6,5.3,3.0,5.2,4.5,2.4,99,95,87,995,982,11,3,12,0.00
2024-01-06,5.1,2.2,0.1,4.4,1.9,-0.1,99,98,94,1009,995,12,2,12,0.15
2024-01-07,3.8,2.1,0.2,2.2,1.0,-0.9,99,93,81,1018,1008,11,2,11,0.03
2024-01-08,2.7,1.2,-2.1,0.1,-2.0,-3.9,99,80,63,1020,1018,11,2,19,0.03
2024-01-09,4.2,1.8,0.5,-1.7,-2.4,-3.1,79,74,65,1019,1017,16,3,26,0.00
2024-01-10,5.0,3.4,1.1,2.7,0.6,-2.2,87,82,77,1020,1016,12,3,22,0.00
2024-01-11,5.9,4.4,2.8,2.8,1.2,-0.4,82,80,77,1025,1019,12,3,17,0.00
2024-01-12,4.7,3.4,1.8,1.9,0.9,-0.1,88,84,80,1025,1015,14,3,17,0.00
2024-01-13,6.1,4.5,2.5,4.7,2.8,0.5,96,89,83,1015,1002,15,4,23,0.00
2024-01-14,5.3,3.0,0.8,2.8,0.7,-2.6,93,85,73,1002,995,21,4,24,0.00
2024-01-15,2.4,-0.5,-2.7,-0.9,-5.4,-7.9,88,71,47,997,994,20,4,26,0.03
2024-01-16,3.8,0.5,-3.3,-0.6,-2.4,-6.6,90,81,69,996,981,20,6,31,0.00
2024-01-17,1.8,-1.2,-6.3,-0.6,-3.6,-7.4,95,84,55,983,977,14,3,16,0.03
2024-01-18,2.7,-2.6,-7.2,-2.0,-5.3,-8.3,93,83,66,1001,983,13,3,16,0.00
2024-01-19,5.2,1.6,-0.9,-0.6,-2.5,-3.8,83,74,65,1005,1000,17,6,23,0.00
2024-01-20,5.6,3.8,0.6,2.3,0.3,-2.4,86,78,73,1005,992,25,6,30,0.18
2024-01-21,12.3,8.7,3.6,9.7,5.8,1.2,91,83,61,992,973,33,9,40,1.09
2024-01-22,11.8,7.5,5.3,8.1,2.2,0.2,83,69,57,1002,973,30,8,45,0.08
2024-01-23,13.5,7.7,3.3,10.7,4.3,0.4,90,79,62,1004,989,35,9,53,0.00
2024-01-24,11.0,8.0,2.0,5.4,2.7,0.5,91,70,56,1012,991,30,6,47,0.00
2024-01-25,11.6,8.1,1.9,10.0,6.7,0.7,94,91,84,1012,996,21,4,25,0.10
2024-01-26,11.5,6.6,3.5,10.1,1.6,-1.8,92,71,56,1016,995,26,7,44,0.25
2024-01-27,7.1,5.4,4.1,2.8,2.1,1.6,84,80,72,1016,1009,17,4,21,0.00
2024-01-28,9.6,7.5,5.2,7.2,4.9,2.1,89,84,79,1009,1000,18,4,26,0.00
2024-01-29,11.0,9.8,8.2,9.6,8.6,6.8,94,92,89,1004,1001,13,3,17,2.39
2024-01-30,10.5,4.8,0.7,9.2,2.4,-1.0,93,85,61,1018,1001,20,5,29,0.15
2024-01-31,9.9,4.3,-1.4,7.7,1.9,-2.4,94,85,76,1018,1004,23,6,34,0.36
2024-02-01,7.1,4.7,2.5,4.1,1.2,-0.6,88,78,73,1018,1011,17,6,34,0.05
2024-02-02,12.0,9.7,5.4,8.2,7.0,3.7,90,83,75,1014,1009,25,9,36,0.00
2024-02-03,11.4,10.1,9.3,8.7,8.1,7.7,90,87,79,1010,1008,25,8,39,0.00
2024-02-05,10.9,10.4,9.5,7.8,7.2,5.7,82,80,74,994,991,19,9,33,0.00
2024-02-06,11.5,8.0,3.7,9.4,6.0,2.7,94,87,81,992,985,26,6,40,3.81
2024-02-07,5.9,2.7,0.1,2.8,1.0,-1.1,96,89,74,990,985,4,0,6,0.00
2024-02-08,2.8,1.7,0.5,2.0,0.7,-0.2,96,93,89,985,960,11,1,26,1.55
2024-02-09,9.3,6.5,2.8,8.8,6.0,1.9,98,96,93,961,956,8,0,11,0.86
2024-02-10,9.1,5.0,1.2,7.6,4.4,0.9,98,97,88,968,961,2,0,11,0.00
2024-02-11,7.2,4.5,2.3,6.2,3.6,1.6,99,94,85,979,968,11,1,15,0.03
2024-02-12,8.6,4.7,1.8,3.3,2.0,0.5,95,83,58,991,979,14,4,24,0.13
2024-02-13,9.4,6.2,4.2,8.8,5.1,2.8,98,92,86,993,987,11,2,15,0.28
2024-02-14,13.1,10.9,9.1,11.7,10.0,8.7,97,94,84,992,989,12,2,17,0.20
2024-02-15,14.9,12.2,10.0,12.6,11.0,9.5,97,93,80,991,985,11,2,17,0.38
2024-02-16,11.4,9.4,7.8,9.6,8.1,6.8,97,92,85,1006,988,13,3,18,0.15
2024-02-17,13.3,10.1,6.2,11.2,9.2,5.4,98,95,86,1009,1005,11,2,17,1.42
2024-02-18,12.0,10.5,9.3,10.6,9.4,7.7,98,93,87,1011,1003,11,3,22,1.80
2024-02-19,10.7,8.7,7.1,7.8,6.4,4.7,95,86,73,1012,1008,14,4,28,0.08
2024-02-20,12.9,8.6,4.6,8.8,6.8,3.7,97,89,74,1011,998,22,4,28,0.10
2024-02-21,11.6,8.8,7.0,10.8,7.9,5.5,97,94,87,999,975,17,4,24,0.99
2024-02-22,7.6,4.9,1.8,6.7,3.4,0.1,97,90,77,976,960,12,3,20,1.88
2024-02-23,6.4,3.1,-0.7,3.5,1.6,-1.1,97,90,78,972,963,10,2,17,0.10
2024-02-24,8.1,2.1,-2.2,3.8,0.7,-2.5,98,91,70,980,972,9,0,9,0.00
2024-02-25,7.0,2.9,-1.7,3.7,1.0,-2.0,98,88,74,987,977,11,1,18,0.00
2024-02-26,8.3,4.4,0.6,2.7,1.3,-0.3,94,81,60,1005,987,16,3,26,0.00
2024-02-27,7.7,3.2,-1.6,6.4,1.9,-2.0,97,91,83,1005,997,12,2,17,0.05
2024-02-28,9.8,5.7,1.2,8.9,4.8,0.6,97,94,87,1001,987,11,1,17,0.25
2024-02-29,9.7,7.0,0.9,8.8,4.4,0.1,96,84,66,987,980,10,2,15,0.05
2024-03-01,7.3,2.6,0.1,3.6,0.9,-1.1,96,89,57,980,968,14,1,24,0.38
2024-03-02,7.0,3.1,1.4,5.1,1.8,0.8,96,92,78,977,971,9,1,15,0.41
2024-03-03,9.3,2.4,-1.4,4.2,0.6,-1.8,98,89,61,990,977,6,0,9,0.00
2024-03-04,11.2,4.0,-2.1,5.8,1.5,-2.5,98,85,62,991,985,8,1,17,0.03
2024-03-05,11.4,6.2,1.8,5.5,3.3,0.3,98,83,50,1001,988,8,0,9,0.03
2024-03-06,9.1,4.4,0.0,5.6,2.9,-0.4,98,90,77,1006,1000,6,0,11,0.00
2024-03-07,7.9,4.9,2.7,4.3,3.1,0.8,97,88,78,1006,998,9,1,18,0.00
2024-03-08,8.1,5.3,3.6,2.8,2.0,0.4,89,80,64,998,984,9,1,20,0.00
2024-03-09,11.8,6.9,4.6,6.3,4.2,2.3,91,83,69,984,977,10,2,18,0.00
2024-03-10,7.8,6.5,5.2,6.7,5.5,4.2,95,93,89,985,976,6,1,18,1.22
2024-03-11,7.3,6.0,4.9,5.0,4.3,3.7,94,89,82,994,985,4,0,11,0.00
2024-03-12,13.3,9.1,4.7,10.8,7.9,3.8,98,92,82,993,988,16,3,26,1.30
2024-03-13,12.8,11.2,10.2,10.6,9.2,8.2,94,88,84,991,989,21,5,30,0.03
2024-03-14,12.8,11.0,9.7,10.6,9.3,8.2,95,90,82,990,981,12,3,24,0.05
2024-03-15,14.4,9.1,6.0,10.4,7.0,3.9,96,87,72,996,980,11,5,35,0.25
2024-03-16,9.7,6.1,0.5,9.1,4.7,0.1,98,91,72,1002,996,9,1,15,0.31
2024-03-17,15.1,10.6,7.5,12.0,8.6,4.3,98,88,69,997,992,13,3,20,1.22
2024-03-18,14.3,9.4,3.5,9.4,6.1,2.9,97,81,60,995,992,14,3,18,0.00
2024-03-19,15.1,11.2,8.7,9.1,7.3,4.3,96,78,52,998,991,13,3,22,0.18
2024-03-20,12.6,9.5,6.8,11.6,8.9,6.2,98,96,89,1007,996,10,2,18,0.89
2024-03-21,12.3,8.8,6.4,8.5,6.7,5.2,99,87,66,1007,1000,15,4,26,0.05
2024-03-22,11.0,8.0,3.3,8.8,3.2,-2.3,94,73,42,1000,995,15,4,28,0.03
2024-03-23,8.6,5.7,2.6,4.2,1.6,-0.9,89,76,54,996,990,20,6,33,0.08
2024-03-24,10.3,6.6,3.8,5.4,3.1,1.6,90,79,58,993,988,24,4,33,0.25
2024-03-25,8.8,6.6,4.6,6.9,4.7,2.1,96,88,78,988,976,6,0,9,0.43
2024-03-26,13.6,8.6,5.0,7.3,5.0,3.4,95,79,61,976,963,6,0,11,0.56
2024-03-27,8.2,5.4,2.1,5.4,3.8,1.1,97,90,68,963,957,20,1,37,0.84
2024-03-28,9.2,6.0,2.8,6.8,4.3,1.7,95,89,71,961,952,15,2,28,1.42
2024-03-29,13.1,6.7,1.5,8.0,4.5,0.9,98,87,63,973,961,18,2,26,0.25
2024-03-30,14.4,7.4,2.2,5.9,3.7,1.8,98,79,49,979,972,12,1,17,0.00
2024-03-31,12.1,7.4,3.1,6.6,4.6,1.8,92,83,64,979,975,9,1,18,0.00
2024-04-01,12.5,7.8,5.6,8.3,6.3,5.2,97,91,69,978,973,9,1,17,0.66
2024-04-02,13.1,8.2,3.5,7.6,5.9,3.2,98,87,61,985,978,9,1,13,0.03
2024-04-03,11.9,9.4,7.2,10.1,7.6,5.3,98,89,75,984,975,21,3,33,0.28
2024-04-04,14.0,9.0,5.9,10.8,7.6,5.3,98,91,70,985,979,8,1,11,0.91
2024-04-05,15.4,12.6,10.3,10.8,9.6,8.1,97,83,64,985,978,21,6,31,0.61
2024-04-06,16.9,13.3,8.7,11.5,9.8,7.2,95,81,62,984,976,21,5,33,0.86
2024-04-07,13.8,10.4,7.4,9.7,7.4,4.5,92,82,66,987,979,22,7,35,0.46
